episode,run0,run1,run2,run3,run4
241,-90.66754748364757,-72.31125374062374,-87.60627058199633,-73.88983974829503,-90.45335125337772
242,-96.60157496105789,-99.12789189233783,-91.90988494438318,-78.51256355096848,-105.297267290767
243,-95.2457534581239,-88.40809251715126,-90.3292106061607,-70.49177044977468,-86.86968532347115
244,-100.11502461438957,-88.64303685357093,-98.67312793471359,-79.169500883728,-86.36427680141743
245,-94.4011152559282,-98.7427629253745,-93.27565946222067,-88.58568048557385,-85.17538414961832
246,-102.04191214907836,-90.0366586260155,-107.03848677582758,-75.38607736834015,-89.54321310632395
247,-101.84421964196747,-87.44993408830982,-92.96847185451752,-82.69999249564489,-90.35590479585942
248,-93.15558588824331,-89.11224964973397,-99.23103435965095,-78.46493876126297,-91.11804826518728
249,-98.71389465296855,-79.23950699613127,-94.8150355948675,-78.73191943771911,-85.69312186446656
250,-98.84424508569579,-85.77101048551955,-96.33695927606345,-84.94821869184317,-84.67978093497324
251,-80.80402250464427,-88.41349071214843,-92.28951427820105,-83.22851229557598,-82.64456753626732
252,-92.18188639487958,-95.90664806259231,-101.93955367695588,-85.0661404977784,-88.7136678221311
253,-88.74008526071883,-96.70347244132127,-98.84144951311292,-90.27025114301205,-77.64873193397555
254,-102.64470841133299,-81.75115765464916,-87.02979485349204,-76.38662916683134,-87.83090881279414
255,-93.23913718513991,-84.82099602035504,-95.08825847980238,-86.42651525426136,-96.77554231965902
256,-100.48949850364605,-81.10796103853777,-90.05987507855424,-86.39518322494872,-93.01589571655794
257,-82.95212100036989,-85.73592430423905,-99.45211337487478,-85.63343366049362,-93.10056831896713
258,-98.91016249302596,-90.80601039842583,-100.60870985882347,-84.8944990958788,-86.82784433699487
259,-84.30341393288263,-82.40827361603583,-96.35065765827831,-84.26589013663107,-93.28760166889467
260,-75.46661914390147,-94.96520175832335,-94.64851667766334,-85.42772927943305,-97.02563206948692
261,-95.29930130808988,-91.362166000193,-90.75366581131249,-84.93597193502964,-89.73141710093805
262,-94.5812737856669,-84.90717434617817,-91.4948544434005,-95.87460273931329,-99.68863130913168
263,-98.71340925153157,-94.824479277309,-87.1150853577836,-96.21699098443806,-98.02570868613418
264,-92.80278609297314,-88.0899942362105,-98.24153176024844,-89.6799314333291,-90.04048577807364
265,-87.34041115519284,-102.99776301653141,-91.3008065690874,-94.0218106423071,-92.40246687350943
266,-91.66915258870279,-86.939197086761,-97.05925667191303,-87.49999290017038,-87.70108462499147
267,-92.90386141985441,-79.28503286226481,-97.12322877904288,-89.94754213630792,-83.65326928683848
268,-94.97300809083863,-98.21869241375138,-95.29440809880943,-91.07743061565198,-88.42470994327145
269,-96.66235679657463,-98.67290863922632,-80.1488330528645,-87.41811773810277,-88.14702083189519
270,-87.11700829400318,-96.7428111750595,-85.65507324554129,-85.83117226439522,-85.9509891926837
271,-97.21017297640878,-107.55226870185253,-94.27781564776359,-93.60570577053356,-82.5399313060315
272,-87.00207584388603,-106.04956533008992,-88.23661602456153,-89.16376339398866,-93.46586085511248
273,-95.43848056711053,-100.50700937602198,-88.48153189945154,-96.41821067426083,-81.76842921933951
274,-82.67071349642417,-101.37957771684263,-88.88495245921632,-89.25061857760498,-81.74700941689933
275,-84.17141873825766,-109.69056163060898,-93.08639078191112,-94.19588550151013,-92.35318894428607
276,-87.15763529956742,-101.04076916210123,-88.44613026701902,-88.81978197398924,-88.17981600029951
277,-89.35699053984409,-95.46671911744411,-85.6868807792067,-90.64280796884898,-87.73973276549815
278,-89.96554833788595,-104.76776450918229,-84.35020695758564,-96.4369848011135,-92.9155964142933
279,-81.3409084557187,-96.9932028374032,-93.07706531310143,-93.84130523491042,-90.98775720374708
280,-73.63490493889027,-94.29817994805343,-89.56364496454961,-88.52281728329876,-97.29737350396913
281,-77.87882065293651,-95.07361626489008,-89.03333664863,-97.07586892244652,-94.35835152851693
282,-79.68088494825943,-92.19332240873553,-97.36918634581481,-88.84411773585467,-94.91917547948768
283,-83.42302644366113,-96.92887413557058,-92.68780656374446,-96.392564893475,-91.85688028095673
284,-96.0937147451955,-99.60264303926209,-101.43607426775581,-92.194571267664,-94.84051180158451
285,-85.60148195810234,-88.3152933642506,-84.0453585224847,-89.22562344453105,-102.38346424389344
286,-84.19858344369777,-95.1843982095264,-89.61540678246486,-94.30456028993868,-95.40124907857302
287,-72.20179373526558,-83.68451941173166,-83.86097999107128,-92.98960259921854,-101.85878496535234
288,-92.80036969038571,-93.87416389271237,-91.9758774717884,-87.54392245855409,-97.80009099704297
289,-93.68512255434462,-92.73504102572335,-83.75646608485273,-90.11925797493895,-98.81490628674517
290,-84.95642346488997,-93.3163529957744,-83.21884286948885,-88.82515477036446,-103.78712924801161
291,-97.38315944815673,-75.68463544812407,-86.49350967870124,-95.96676914213162,-104.3336147897935
292,-78.87519636255666,-73.23355476822418,-88.3754174451061,-88.73974114022214,-99.04292881469131
293,-84.11675920235312,-80.45687113150017,-97.0151382811615,-90.57599873774309,-92.20525571351266
