episode,run0,run1,run2,run3,run4
1235,1000.0,1000.0,1000.0,1000.0,57.0
1236,1000.0,1000.0,1000.0,1000.0,58.0
1237,1000.0,1000.0,1000.0,1000.0,59.0
1238,1000.0,1000.0,1000.0,1000.0,59.0
1239,1000.0,1000.0,1000.0,1000.0,60.0
1240,1000.0,1000.0,1000.0,1000.0,62.0
1241,1000.0,1000.0,1000.0,1000.0,65.0
1242,1000.0,1000.0,1000.0,1000.0,69.0
1243,1000.0,1000.0,1000.0,1000.0,73.0
1244,1000.0,1000.0,1000.0,1000.0,94.0
1245,1000.0,1000.0,1000.0,1000.0,1000.0
1246,1000.0,1000.0,1000.0,1000.0,1000.0
1247,1000.0,1000.0,1000.0,1000.0,1000.0
1248,1000.0,1000.0,1000.0,1000.0,1000.0
1249,1000.0,1000.0,1000.0,1000.0,1000.0
1250,1000.0,1000.0,1000.0,1000.0,1000.0
1251,1000.0,1000.0,1000.0,1000.0,1000.0
1252,1000.0,1000.0,1000.0,1000.0,1000.0
1253,1000.0,1000.0,1000.0,1000.0,1000.0
1254,1000.0,3.0,1000.0,1000.0,1000.0
1255,1000.0,1000.0,1000.0,1000.0,1000.0
1256,1000.0,1000.0,1000.0,1000.0,1000.0
1257,1000.0,1000.0,1000.0,1000.0,69.0
1258,1000.0,1000.0,1000.0,1000.0,67.0
1259,1000.0,1000.0,1000.0,1000.0,60.0
1260,1000.0,1000.0,1000.0,1000.0,63.0
1261,1000.0,1000.0,1000.0,1000.0,2.0
1262,1000.0,1000.0,1000.0,1000.0,63.0
1263,1000.0,1000.0,1000.0,1000.0,63.0
1264,1000.0,1000.0,1000.0,1000.0,65.0
1265,1000.0,1000.0,1000.0,1000.0,68.0
1266,1000.0,1000.0,1000.0,1000.0,75.0
1267,1000.0,1000.0,1000.0,1000.0,91.0
1268,1000.0,1000.0,1000.0,1000.0,1000.0
1269,1000.0,1000.0,1000.0,1000.0,1000.0
1270,1000.0,1000.0,1000.0,1000.0,1000.0
1271,1000.0,1000.0,1000.0,1000.0,1000.0
1272,1000.0,1000.0,1000.0,1000.0,1000.0
1273,1000.0,1000.0,1000.0,1000.0,1000.0
1274,1000.0,1000.0,1000.0,1000.0,1000.0
1275,1000.0,1000.0,81.0,1000.0,1000.0
1276,1000.0,1000.0,92.0,1000.0,1000.0
1277,1000.0,1000.0,87.0,1000.0,65.0
1278,1000.0,1000.0,1000.0,1000.0,64.0
1279,1000.0,62.0,1000.0,1000.0,64.0
1280,1000.0,64.0,1000.0,1000.0,67.0
1281,1000.0,71.0,1000.0,1000.0,67.0
1282,1000.0,64.0,1000.0,1000.0,65.0
1283,1000.0,1000.0,1000.0,1000.0,71.0
1284,1000.0,1000.0,1000.0,1000.0,75.0
1285,1000.0,1000.0,1000.0,1000.0,80.0
1286,1000.0,1000.0,1000.0,1000.0,1000.0
1287,1000.0,1000.0,100.0,1000.0,1000.0
1288,1000.0,1000.0,91.0,1000.0,1000.0
1289,1000.0,1000.0,1000.0,1000.0,1000.0
1290,1000.0,1000.0,1000.0,1000.0,1000.0
1291,1000.0,1000.0,1000.0,1000.0,1000.0
1292,1000.0,1000.0,1000.0,1000.0,1000.0
1293,1000.0,1000.0,1000.0,1000.0,1000.0
1294,1000.0,1000.0,1000.0,1000.0,79.0
1295,1000.0,1000.0,1000.0,1000.0,69.0
1296,1000.0,1000.0,1000.0,1000.0,73.0
1297,1000.0,1000.0,1000.0,1000.0,91.0
1298,1000.0,1000.0,1000.0,1000.0,1000.0
1299,1000.0,1000.0,1000.0,1000.0,1000.0
1300,1000.0,1000.0,1000.0,1000.0,1000.0
1301,1000.0,1000.0,1000.0,1000.0,1000.0
1302,1000.0,1000.0,1000.0,1000.0,1000.0
1303,1000.0,1000.0,1000.0,1000.0,1000.0
1304,1000.0,1000.0,1000.0,1000.0,1000.0
1305,1000.0,1000.0,1000.0,1000.0,1000.0
1306,1000.0,1000.0,1000.0,1000.0,1000.0
1307,1000.0,1000.0,1000.0,1000.0,1000.0
1308,1000.0,1000.0,1000.0,1000.0,1000.0
1309,1000.0,1000.0,1000.0,1000.0,1000.0
1310,1000.0,1000.0,1000.0,1000.0,1000.0
1311,1000.0,1000.0,1000.0,1000.0,67.0
1312,1000.0,1000.0,1000.0,1000.0,67.0
1313,1000.0,1000.0,1000.0,1000.0,71.0
1314,1000.0,1000.0,1000.0,1000.0,75.0
1315,1000.0,1000.0,1000.0,1000.0,94.0
1316,1000.0,1000.0,1000.0,1000.0,1000.0
1317,1000.0,1000.0,1000.0,1000.0,1000.0
1318,1000.0,1000.0,1000.0,1000.0,1000.0
1319,1000.0,1000.0,1000.0,1000.0,1000.0
1320,1000.0,1000.0,1000.0,1000.0,1000.0
1321,1000.0,1000.0,1000.0,1000.0,1000.0
1322,1000.0,1000.0,1000.0,1000.0,1000.0
1323,1000.0,1000.0,1000.0,1000.0,1000.0
1324,1000.0,1000.0,1000.0,1000.0,1000.0
1325,1000.0,1000.0,1000.0,1000.0,1000.0
1326,1000.0,1000.0,1000.0,1000.0,1000.0
1327,1000.0,1000.0,1000.0,1000.0,1000.0
1328,1000.0,1000.0,1000.0,1000.0,1000.0
1329,1000.0,1000.0,1000.0,1000.0,1000.0
1330,1000.0,1000.0,1000.0,1000.0,1000.0
1331,1000.0,1000.0,1000.0,1000.0,1000.0
1332,1000.0,1000.0,1000.0,1000.0,1000.0
1333,1000.0,1000.0,1000.0,1000.0,1000.0
1334,1000.0,1000.0,1000.0,1000.0,1000.0
1335,1000.0,1000.0,464.0,1000.0,1000.0
1336,1000.0,1000.0,60.0,1000.0,1000.0
1337,1000.0,1000.0,56.0,1000.0,1000.0
1338,1000.0,3.0,57.0,1000.0,1000.0
1339,1000.0,1000.0,59.0,1000.0,1000.0
1340,1000.0,1000.0,61.0,1000.0,1000.0
1341,1000.0,1000.0,61.0,1000.0,91.0
1342,1000.0,67.0,65.0,1000.0,74.0
1343,1000.0,63.0,77.0,1000.0,84.0
1344,1000.0,66.0,83.0,1000.0,64.0
1345,1000.0,1000.0,81.0,1000.0,68.0
1346,1000.0,1000.0,1000.0,1000.0,67.0
1347,1000.0,1000.0,82.0,1000.0,77.0
1348,1000.0,1000.0,1000.0,1000.0,85.0
1349,1000.0,1000.0,79.0,1000.0,1000.0
1350,1000.0,1000.0,76.0,1000.0,1000.0
1351,1000.0,1000.0,75.0,1000.0,1000.0
1352,1000.0,1000.0,76.0,1000.0,1000.0
1353,1000.0,1000.0,72.0,1000.0,1000.0
1354,1000.0,1000.0,84.0,1000.0,1000.0
1355,1000.0,1000.0,85.0,1000.0,1000.0
1356,1000.0,1000.0,1000.0,1000.0,1000.0
1357,1000.0,2.0,1000.0,1000.0,1000.0
1358,1000.0,1000.0,1000.0,1000.0,72.0
1359,1000.0,1000.0,1000.0,1000.0,73.0
1360,1000.0,2.0,1000.0,1000.0,72.0
1361,2.0,1000.0,1000.0,1000.0,74.0
1362,2.0,2.0,1000.0,1000.0,76.0
1363,2.0,3.0,1000.0,1000.0,73.0
1364,2.0,3.0,1000.0,1000.0,75.0
1365,2.0,2.0,1000.0,1000.0,74.0
1366,1000.0,2.0,1000.0,1000.0,80.0
1367,1000.0,55.0,1000.0,1000.0,1000.0
1368,2.0,2.0,1000.0,1000.0,1000.0
1369,1000.0,57.0,1000.0,1000.0,1000.0
1370,1000.0,2.0,1000.0,1000.0,1000.0
1371,1000.0,2.0,1000.0,1000.0,1000.0
1372,1000.0,61.0,1000.0,1000.0,89.0
1373,1000.0,2.0,77.0,1000.0,1000.0
1374,1000.0,62.0,69.0,1000.0,1000.0
1375,1000.0,2.0,66.0,1000.0,1000.0
1376,1000.0,1000.0,66.0,1000.0,1000.0
1377,1000.0,1000.0,66.0,1000.0,374.0
1378,1000.0,1000.0,64.0,1000.0,72.0
1379,1000.0,1000.0,66.0,1000.0,78.0
1380,1000.0,1000.0,76.0,1000.0,72.0
1381,1000.0,1000.0,89.0,1000.0,76.0
1382,1000.0,2.0,70.0,1000.0,2.0
1383,1000.0,2.0,75.0,1000.0,81.0
1384,1000.0,2.0,780.0,1000.0,81.0
1385,1000.0,2.0,81.0,1000.0,108.0
1386,1000.0,2.0,73.0,1000.0,1000.0
1387,1000.0,2.0,71.0,1000.0,1000.0
1388,1000.0,2.0,70.0,1000.0,1000.0
1389,1000.0,2.0,72.0,1000.0,2.0
1390,1000.0,1000.0,81.0,1000.0,1000.0
1391,1000.0,1000.0,96.0,1000.0,1000.0
1392,1000.0,1000.0,1000.0,1000.0,1000.0
1393,1000.0,1000.0,1000.0,1000.0,1000.0
1394,1000.0,1000.0,107.0,1000.0,1000.0
1395,1000.0,2.0,382.0,1000.0,1000.0
1396,1000.0,2.0,72.0,1000.0,1000.0
1397,1000.0,2.0,70.0,1000.0,1000.0
1398,1000.0,1000.0,73.0,1000.0,1000.0
1399,1000.0,2.0,72.0,1000.0,1000.0
1400,1000.0,1000.0,73.0,1000.0,1000.0
1401,1000.0,1000.0,73.0,1000.0,1000.0
1402,1000.0,1000.0,93.0,1000.0,974.0
1403,1000.0,1000.0,81.0,1000.0,77.0
1404,1000.0,1000.0,1000.0,1000.0,81.0
1405,1000.0,1000.0,1000.0,1000.0,1000.0
1406,1000.0,1000.0,1000.0,1000.0,1000.0
1407,1000.0,2.0,75.0,1000.0,1000.0
1408,1000.0,1000.0,1000.0,1000.0,1000.0
1409,616.0,1000.0,81.0,1000.0,1000.0
1410,155.0,1000.0,81.0,1000.0,1000.0
1411,29.0,1000.0,73.0,1000.0,585.0
1412,63.0,1000.0,80.0,1000.0,70.0
1413,1000.0,1000.0,74.0,1000.0,68.0
1414,1000.0,2.0,77.0,1000.0,70.0
1415,1000.0,2.0,81.0,1000.0,70.0
1416,1000.0,2.0,80.0,1000.0,73.0
1417,1000.0,2.0,79.0,1000.0,76.0
1418,1000.0,2.0,1000.0,1000.0,80.0
1419,999.0,1000.0,1000.0,1000.0,86.0
1420,83.0,1000.0,1000.0,1000.0,90.0
1421,88.0,1000.0,1000.0,1000.0,97.0
1422,63.0,1000.0,1000.0,1000.0,707.0
1423,240.0,1000.0,1000.0,1000.0,97.0
1424,1000.0,1000.0,1000.0,1000.0,2.0
1425,1000.0,2.0,1000.0,1000.0,96.0
1426,1000.0,1000.0,1000.0,1000.0,91.0
1427,1000.0,1000.0,1000.0,1000.0,91.0
1428,1000.0,2.0,1000.0,1000.0,105.0
1429,1000.0,3.0,1000.0,1000.0,102.0
1430,1000.0,2.0,1000.0,1000.0,83.0
1431,1000.0,2.0,1000.0,2.0,75.0
1432,1000.0,2.0,1000.0,2.0,74.0
1433,1000.0,2.0,1000.0,2.0,73.0
1434,1000.0,74.0,1000.0,2.0,71.0
1435,1000.0,3.0,1000.0,2.0,74.0
1436,1000.0,2.0,1000.0,2.0,86.0
1437,1000.0,59.0,1000.0,2.0,1000.0
1438,1000.0,2.0,1000.0,2.0,1000.0
1439,1000.0,57.0,1000.0,2.0,896.0
1440,1000.0,53.0,1000.0,2.0,72.0
1441,1000.0,2.0,1000.0,2.0,68.0
1442,1000.0,54.0,1000.0,2.0,72.0
1443,1000.0,55.0,1000.0,2.0,67.0
1444,1000.0,58.0,92.0,2.0,2.0
1445,1000.0,55.0,1000.0,2.0,2.0
1446,1000.0,57.0,1000.0,2.0,77.0
1447,1000.0,62.0,82.0,2.0,2.0
1448,1000.0,69.0,87.0,2.0,74.0
1449,1000.0,1000.0,86.0,2.0,73.0
1450,1000.0,1000.0,88.0,3.0,83.0
1451,1000.0,1000.0,86.0,3.0,81.0
1452,1000.0,1000.0,82.0,2.0,80.0
1453,1000.0,1000.0,1000.0,1000.0,85.0
1454,1000.0,1000.0,1000.0,1000.0,90.0
1455,1000.0,4.0,1000.0,1000.0,1000.0
1456,1000.0,3.0,1000.0,1000.0,1000.0
1457,1000.0,2.0,1000.0,1000.0,80.0
1458,1000.0,1000.0,1000.0,1000.0,82.0
1459,1000.0,1000.0,1000.0,1000.0,85.0
1460,1000.0,1000.0,1000.0,1000.0,1000.0
1461,1000.0,5.0,1000.0,1000.0,1000.0
1462,1000.0,47.0,1000.0,1000.0,1000.0
1463,1000.0,4.0,1000.0,1000.0,1000.0
1464,1000.0,5.0,1000.0,1000.0,1000.0
1465,1000.0,5.0,72.0,1000.0,1000.0
1466,1000.0,47.0,70.0,1000.0,79.0
1467,1000.0,46.0,65.0,1000.0,76.0
1468,1000.0,47.0,68.0,2.0,85.0
1469,1000.0,49.0,75.0,2.0,85.0
1470,1000.0,48.0,80.0,2.0,88.0
1471,1000.0,47.0,1000.0,2.0,1000.0
1472,1000.0,49.0,92.0,1000.0,1000.0
1473,1000.0,51.0,84.0,1000.0,1000.0
1474,1000.0,53.0,1000.0,1000.0,1000.0
1475,1000.0,54.0,1000.0,1000.0,1000.0
1476,1000.0,56.0,1000.0,1000.0,1000.0
1477,1000.0,59.0,1000.0,1000.0,1000.0
1478,1000.0,61.0,1000.0,1000.0,1000.0
1479,1000.0,67.0,1000.0,1000.0,1000.0
1480,1000.0,88.0,1000.0,1000.0,1000.0
1481,1000.0,124.0,1000.0,1000.0,1000.0
1482,1000.0,2.0,1000.0,1000.0,1000.0
1483,1000.0,542.0,67.0,1000.0,1000.0
1484,1000.0,85.0,80.0,1000.0,69.0
1485,1000.0,77.0,1000.0,1000.0,67.0
1486,1000.0,67.0,2.0,1000.0,71.0
1487,1000.0,67.0,1000.0,1000.0,70.0
1488,1000.0,63.0,1000.0,1000.0,76.0
1489,1000.0,62.0,1000.0,2.0,73.0
1490,1000.0,65.0,1000.0,1000.0,84.0
1491,1000.0,66.0,1000.0,1000.0,89.0
1492,1000.0,69.0,83.0,1000.0,1000.0
1493,1000.0,70.0,77.0,1000.0,1000.0
1494,1000.0,69.0,1000.0,1000.0,1000.0
1495,1000.0,69.0,1000.0,1000.0,955.0
1496,1000.0,74.0,1000.0,1000.0,2.0
1497,1000.0,83.0,96.0,1000.0,2.0
1498,1000.0,116.0,1000.0,1000.0,2.0
1499,1000.0,2.0,1000.0,55.0,2.0
1500,1000.0,1000.0,1000.0,54.0,2.0
